source_row,split,sentence1,sentence2,similarity,sentence1_original,sentence1_id,sentence1_token_length,sentence1_tokens_removed,sentence2_original,sentence2_id,sentence2_token_length,sentence2_tokens_removed,baseline_similarity
205,search,photos : fires across australia,The woman is drinking lemonade and watching T.V.,0.5858673,photos : fires across australia,2f70ea4925424275174982bcf2c7ca82fd89613e88696201b9d9ef4fc369e35f,7,0,The woman is drinking lemonade and watching T.V.,6c4a770b5d9d06956e3624955cf61b1ef2ec5e0f772f5207d4d70af504a0d332,13,0,0.5858673
206,validation,a woman stands in front of a building in the snow .,There is no kitten drinking milk,0.58638924,a woman stands in front of a building in the snow .,c17646b42389de1d52e47954575e19577bcf4231660c89df544570b46520065e,15,0,There is no kitten drinking milk,5865f289ba8d06c9d93bcb24770c728d6c31468edeb469f5a2855d42d3735796,6,0,0.58638924
211,search,A shirtless man is leading a horse that is pulling a carriage,"i 've only made a couple of bbq sauces , but they 've always come out really well .",0.58898884,A shirtless man is leading a horse that is pulling a carriage,ea0258d65023fa01fb6a47784817c7cf86f967a7f7c1aab177f923fef03ec461,15,0,"i 've only made a couple of bbq sauces , but they 've always come out really well .",cd33f3d4f395713a9acf2254fce1f71b339bc1fd73ef2ae77e3d75ca8e3876f7,31,0,0.588989
220,validation,"tenet has been under scrutiny since november , when former chief executive jeffrey barbakow said the company used aggressive pricing to trigger higher payments for the sickest medicare patients .",a dog standing on a beach with a ball nearby .,0.5936668,"tenet has been under scrutiny since november , when former chief executive jeffrey barbakow said the company used aggressive pricing to trigger higher payments for the sickest medicare patients .",12c5dd0536c0affbe0055f64f69b4e3f112039a8c74beacd1b45c4b69047b839,45,0,a dog standing on a beach with a ball nearby .,08d11e7c21f629ed1893cfa685e0070ddd409504eea770b4f1e72725e11bfb48,15,0,0.5936666
221,search,dealbook : british retailer hmv enters equivalent of bankruptcy,the black dog is running on the grass with a toy in it 's mouth .,0.59418696,dealbook : british retailer hmv enters equivalent of bankruptcy,7554ee7d004f1641b72818189d9d7944485133aabea7b8abfcc9ca020a1c0b50,18,0,the black dog is running on the grass with a toy in it 's mouth .,63c14c43926fc0670785f912d948cf074ad306556b57d4d4b7958d2c46a9fc7c,21,0,0.594187
222,validation,deadline passes with no new iran sanctions,( cause to ) become a powder or as dust .,0.5947069,deadline passes with no new iran sanctions,ab90f78daf2b85cced54f229421218995617f513074092fb365fe72d3146054b,9,0,( cause to ) become a powder or as dust .,0a55e221d41353d374b8b2cb51dfbe20d5859c08bcf300f95ed2c54c0a7bcbf0,14,0,0.5947069
223,test,“ : secret service dog falls to its death ” <unk> <unk>,i have the same situation and have traveled extensively .,0.5952277,“ : secret service dog falls to its death ” 😢 🐶,c307795ad9a8b73211379e7c3b50ed07676b8d19670e4989d7bfe0fc78eca4d7,16,0,i have the same situation and have traveled extensively .,a6864702864d89c1dc7efe81d64045fbe3cbaaeb0b43593e665e5b7bfb5c36a6,12,0,0.587592
226,search,sunday times journalist marie colvin killed in syria,a dog is riding a skateboard .,0.59678835,sunday times journalist marie colvin killed in syria,62a1ed512692903eff0d70c94cc5f2a49263adacb02dc736ed56fdc2b4d4c703,16,0,a dog is riding a skateboard .,f6344f8a5709c303d4dd43b1318aa642bcaadd70fa30354b5b6cfa0fb0d0429e,11,0,0.59678835
227,validation,two brown dogs runs through the water .,There is no man speaking on a podium,0.59730697,two brown dogs runs through the water .,f9ac2f3348b288dd6c39a1ca107f6ce0cc14e64abc6176ff57cc1d5e9fe5d911,9,0,There is no man speaking on a podium,cc8387dfee56b27759bd5f61bc3e080f0d563e11c6e6ce920033ddecc2435ce2,9,0,0.5973071
230,search,"under the agreement , medicare coverage for drug benefits would begin in 2006 .",There is no girl in pink twirling a ribbon,0.59886664,"under the agreement , medicare coverage for drug benefits would begin in 2006 .",509ae5b8477fba9a8190edd0e4506265589aa78553762fc4c07870f21dde6a79,17,0,There is no girl in pink twirling a ribbon,7e1def45aaa09234ef42d43092f58d167fe848f5cfea6a8e02d8e8918de7036b,13,0,0.5988666
231,validation,how can i repair a leaking shower ?,A man in a car is not pulling up beside a woman who is walking along a road,0.59938693,how can i repair a leaking shower ?,4dbe9a7c0675e96277578297b1a9e7efc0e7e07fac46cce6eeeb5825b086025f,12,0,A man in a car is not pulling up beside a woman who is walking along a road,18a9bb161427abe04f87bc556423acb8bf1015419148a55da49e5a735e46fc36,21,0,0.599387
232,search,a small white and brown dog is jumping over a horizontal pole .,the united states and other nato members have refused to ratify the amended version until russia withdraws troops from former soviet republics moldova and georgia .,0.59990674,a small white and brown dog is jumping over a horizontal pole .,21bff9a7afe9a771dddcbb459fe77174c70e920dcff3601c61e0379a5de0fe38,16,0,the united states and other nato members have refused to ratify the amended version until russia withdraws troops from former soviet republics moldova and georgia .,50235d40341deec8823f337bea76464b17f0bb0b3886a9cfae4f500c3e0c8ce2,41,0,0.59990686
234,search,if the other bulb is no longer contained in a closed path with the battery,a man is making a speech at the podium .,0.60094583,if the other bulb is no longer contained in a closed path with the battery,8841b6f1ecacf21f65cf7e266cf967dd0085fd1f63b238463e705a4a2abd4d4d,17,0,a man is making a speech at the podium .,2984f5e1f8b0f604a8f9a5f208cfe26ce9c386226ec8d656a6e7a815ec8adadd,13,0,0.6009459
236,test,two black dogs are playing in a grassy plain .,warmed.c from the year prior .,0.6019867,two black dogs are playing in a grassy plain .,0d488b99242a750196d20786572836fe6a530e0593bd59f423be1fd21f20e851,13,0,warmed.c from the year prior .,12d2350b50156c1adc66a9746976b9e75dfa5b8657e089c9a339807d6c9b19ed,10,0,0.60198677
237,validation,what more can i do to improve my credit score ?,A black dog fighting with a brown dog in the snow.,0.6025061,what more can i do to improve my credit score ?,9fe46807d406771257909d69a332d9e4eea72657ff6ffd614ef8beb2e39b7441,13,0,A black dog fighting with a brown dog in the snow.,d27267da4fed1e111c65030260b2c06c1bdca14eae88066097d79d1072acee0c,13,0,0.602506
240,search,a group of boys are playing soccer on the beach .,A hamster is eating some seeds.,0.6040648,a group of boys are playing soccer on the beach .,72a66e8ff41c5459ed549f37cb4b38fb0abd0b9be3519d2a8abf3d7746783c11,13,0,A hamster is eating some seeds.,f5aaafff02450abb729229e425a87df07647ed7988251e90c2b10e1017b53638,9,0,0.6040648
249,search,The little boy swung at the golf ball.,black and white cow standing near pile of snow .,0.60874504,The little boy swung at the golf ball.,c57556bcae4a2f15829928eb1fbf27d6a2f85700a4ec6623d881d3960cafe6fc,12,0,black and white cow standing near pile of snow .,b4d9bc2ab5b70dd706a902507aa7e156373e2dd96e4b9d87b28e5ae3589755d7,11,0,0.60874486
250,search,A baby elephant is not eating a small tree,djokovic : 3 aussie wins in a row,0.6092646,A baby elephant is not eating a small tree,7cdba18a745ce31b54a782cfa1109a8f67cc8fa83e33f7e2116ddf9fd727e16e,10,0,djokovic : 3 aussie wins in a row,cdb979e83456dbab91f0cdc4ab6e54b5aead4942f9742baad6e0e1d711123520,15,0,0.60926443
251,search,The companies said Idec holders would own about 50.5 percent of the stock of the combined company.,A man with a backwards hat is sitting on the ground,0.6097847,The companies said Idec holders would own about 50.5 percent of the stock of the combined company.,a8bc102acaed5a5a5c7190e1bd8cbbefc038278b578b72cde91c3d154a6e8459,21,0,A man with a backwards hat is sitting on the ground,783ef98670541baedab958893071c631995fca8deb77868665531857849c78e8,15,0,0.6097847
252,search,: - <unk> hmv gone into bankruptcy equivalent ...,it is safe to say that body posture plays a big role in all languages .,0.6103054,: - \ hmv gone into bankruptcy equivalent ...,b8e0e4f3e95ae90f32428f5746e80cf59843fde33e2344b038245373895d4846,16,0,it is safe to say that body posture plays a big role in all languages .,421339f41dfc63a5e8c990658169349de1d8dd4d719d35f84b044f72ffd0b6f2,18,0,0.60862404
256,search,afghan parliament votes to oust key ministers,a train sitting on the tracks near a field .,0.6123846,afghan parliament votes to oust key ministers,c317ecdd8b3003689aec81d9a0ae60c0790c808d6fa496303decfd0c1cac57e0,13,0,a train sitting on the tracks near a field .,e4687480e333aacad84985237036bc02fcf6e071808cbe687cbddb2110ae05d5,13,0,0.6123846
259,test,cause to be in brief contact with .,The girl is trotting on the horse,0.61394477,cause to be in brief contact with .,0e98c79839fa77228356b76b8187809d9fc90fea5ff4bee43969b06a6184c5ce,9,0,The girl is trotting on the horse,aeb3e060c011416bd39fa3b6d56861b224a998c013e2659c80af898402e3afd0,8,0,0.6139449
263,search,a mostly black train on a track .,this further aggravated the situation .,0.61602426,a mostly black train on a track .,283e24e33f814bc5c831493fc51e141e622d31426caeb99b9720e220a9e97cba,11,0,this further aggravated the situation .,c4e11f158f79d2780aabd0eb41884344f99c4f0808d3cbb0ee6a9ade6f89bc63,9,0,0.6160242
264,validation,jordan elected to take saudi seat on un security council,four black dogs run across the grass .,0.61654407,jordan elected to take saudi seat on un security council,9be9fcbf1f393d1816cb6318c8947f626f4cdd612f5de5c15c34c6af92f2aafd,14,0,four black dogs run across the grass .,bc9f0e4795ccabfaa38fb2536a945e184b8484e1d3f386dec9fc7ecc171eed09,9,0,0.616544
265,validation,a man in a black leather jacket is sleeping in a subway car .,A woman is dancing near a fireplace,0.61706406,a man in a black leather jacket is sleeping in a subway car .,a23431de27f73ec6ea5009371c40a196de83f29fb48d9ef641004ffc6be72d4f,18,0,A woman is dancing near a fireplace,a564789fbe4ed3d97a77059f4833bf74117ff9507265f3f2e6ad99304ce1441a,8,0,0.61706406
269,search,this further aggravated the situation .,the man is going into the water .,0.6191435,this further aggravated the situation .,c4e11f158f79d2780aabd0eb41884344f99c4f0808d3cbb0ee6a9ade6f89bc63,9,0,the man is going into the water .,bb0d69ecca4bff39a169b7b953a385504d671b5dd4ab817695e19791e11af5aa,9,0,0.6191435
271,test,A boy and a girl are playing on the outdoor gym,A man wearing black formal wear & a black top hat is riding a white show horse.,0.6201837,A boy and a girl are playing on the outdoor gym,dc1b222c5db08bbd58db1661490ef1c5b0abd5d1046701f4ad26fd87eacacc3d,12,0,A man wearing black formal wear & a black top hat is riding a white show horse.,b6aace0666ee7322efb08abba241b2a6a359596bb6e1dc4236d4e251575086e9,22,0,0.6201838
279,search,Some women are sitting together near woven walls,a man is playing the cello .,0.62434334,Some women are sitting together near woven walls,449eac35b438c64da6198019ee504d7f2ed6c988247384cd74251591432207cf,9,0,a man is playing the cello .,bb1ce9b47c94c2c78e51b18a3dfe2ded90bb6e5b3755d9d029da37222d3c961f,10,0,0.6243433
282,search,A woman is standing and isn't looking at the waterfall,"the men had pakistani passports and reportedly were seen together at the airport earlier in the evening , law enforcement sources said .",0.6259032,A woman is standing and isn't looking at the waterfall,fa4cd29c654aeebe4752f4dc87fae845f55bcc250f69bd84c1d0f6b50939464e,13,0,"the men had pakistani passports and reportedly were seen together at the airport earlier in the evening , law enforcement sources said .",b149d6bbf727012c660b42f153b5ce2d0fb1d2a0a33537ea92420083e970a9fb,30,0,0.6259031
284,search,A baby elephant is not eating a small tree,"nicaragua , venezuela offer asylum to snowden",0.6269426,A baby elephant is not eating a small tree,7cdba18a745ce31b54a782cfa1109a8f67cc8fa83e33f7e2116ddf9fd727e16e,10,0,"nicaragua , venezuela offer asylum to snowden",4da7d5ba84da2d6482b2aeef2b16359e271deca8235e559360eec6ab5b1b5554,17,0,0.6269425
287,search,a das air cargo plane sits on the runway .,The woman is drinking lemonade and watching T.V.,0.62850237,a das air cargo plane sits on the runway .,69820a65e21337e65743991db29d108ab71a939fcde1c66927494c380e57ccd1,13,0,The woman is drinking lemonade and watching T.V.,6c4a770b5d9d06956e3624955cf61b1ef2ec5e0f772f5207d4d70af504a0d332,13,0,0.62850237
288,search,"the u.s. , other western nations and nato condemned the violence .",A girl is not playing the guitar,0.6290224,"the u.s. , other western nations and nato condemned the violence .",31bf27c92483700627d32d78fd3042d7e7e19b5418795b71509b4ebdba68532f,21,0,A girl is not playing the guitar,921c76b68fbf40615e1564616f22367397d7fb8997330d3b3d58d98042563e40,7,0,0.62902236
289,search,afghan parliament votes to oust key ministers,parent is defined as a point of origin . i 'm not done being the best parent i can be for ben . not by a very long measure,0.62954247,afghan parliament votes to oust key ministers,c317ecdd8b3003689aec81d9a0ae60c0790c808d6fa496303decfd0c1cac57e0,13,0,parent is defined as a point of origin . i 'm not done being the best parent i can be for ben . not by a very long measure,523957ed593149cc54eaa57f9a665b6b98648ef64e74d30c7ab1af8f18069941,38,0,0.62954235
293,search,"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.","i don 't know how legitimate this is , but i heard he 's kind of suicidal .",0.6316221,"It was developed with consultation from more than 300 leaders in academia, industry, government and the public.",ef976f2b7592e20ca34992114bb94a8dc3a83ba33a9f51d17d2616fd196a4954,20,0,"i don 't know how legitimate this is , but i heard he 's kind of suicidal .",ed398547b3d85dbf63f2c723b1e87e155ef969c97df7b1ac43b38e45ddf3c901,30,0,0.63162225
301,search,A lemur is eating,"abide by : act in accordance with rules , commands , or wishes .",0.6357815,A lemur is eating,e709fdf3358228a706812cb87f82fe3683a8b2b3f9834b1262059ab6e3e3387a,5,0,"abide by : act in accordance with rules , commands , or wishes .",6cba4d1e94a613476316d8d57f2c7f8cde69fbd8956a6e44f76e1e69918a8dd3,20,0,0.63578165
302,search,( parliament adopted the legislative resolution ),A cat is not crawling under a piece of furniture,0.6363016,( parliament adopted the legislative resolution ),c2504ec3995a953fd2cbc4d0125676c077b7cb359c66f386b0da79ed36ad788f,8,0,A cat is not crawling under a piece of furniture,6d98f5472374771dbbe4096c91030219fc471363bd7c28d38b4e761ce379245d,12,0,0.6363016
